0,2,4,0.20570330840632503
4,208,5,0.049125338704039796
4,209,3,0.04909991031104097
4,210,4,0.04912857112687863
4,213,3,0.04917457927861804
4,215,1,0.05367206466914428
4,218,3,0.05366005083092661
4,221,4,0.04905007712560894
4,224,2,0.04907965379458427
4,226,4,0.04909991031104097
4,227,5,0.04909834797333553
4,229,3,0.04909834797333553
4,230,2,0.04909172150651592
4,232,4,0.05410828013124499
4,233,2,0.053657249397799624
4,234,4,0.049061390605544854
4,238,4,0.049129864096014164
4,240,1,0.05367104106857865
4,242,1,0.2219302865521297
4,249,3,0.049054979633581165
4,258,1,0.22193265699554485
4,266,4,0.049044151017071075
4,362,3,0.049052824685021944
4,363,1,0.049125338704039796
4,364,1,0.04915620834215066
4,365,3,0.049156262215864645
4,366,3,0.04910971532698543
4,367,1,0.04906532338666544
4,368,1,0.049060744120977086
4,369,1,0.053663821990905254
4,371,3,0.049106967767572424
4,372,3,0.049089566557956696
4,373,3,0.04914333252450931
4,374,3,0.04918007439744406
4,375,2,0.24099517032928908
4,376,1,0.22195458359713496
4,378,3,0.053663821990905254
4,379,3,0.04915874040670775
4,381,5,0.04912620068346348
4,382,3,0.049126254557177465
4,383,3,0.049115533688095334
4,384,4,0.049104543450443294
4,385,2,0.049106967767572424
4,386,3,0.049171023613495325
4,387,2,0.2410411246073145
4,388,1,0.05369081272160952
4,390,4,0.04910357372359164
4,392,2,0.04910885334756174
4,393,2,0.24099441609729333
4,395,5,0.04910885334756174
4,396,2,0.049089566557956696
4,397,2,0.04910357372359164
4,399,1,0.22195539170284467
4,401,1,0.05367098719486467
4,402,3,0.04910276561788193
4,403,2,0.05368547922392545
4,405,1,0.049084179186558635
4,406,3,0.04906392267010194
4,408,2,0.22195652305083827
4,409,1,0.24100260490181838
4,410,1,0.04906392267010194
4,411,3,0.04906311456439223
4,412,3,0.049084179186558635
4,416,3,0.04913929199596077
4,417,3,0.05368547922392545
4,418,3,0.04913848389025106
4,419,3,0.05368289328565438
4,420,1,0.05367486610227127
4,421,4,0.049135897951979986
4,422,4,0.04913729866854348
4,423,1,0.049084179186558635
4,424,2,0.04917215496148891
4,425,3,0.221948926857167
4,427,5,0.049126254557177465
4,428,3,0.04917156235063513
4,430,3,0.04909991031104097
4,432,5,0.049129864096014164
4,433,5,0.04915022835989882
4,434,4,0.049096354645918244
4,435,5,0.05365859624064914
4,437,1,0.22194423984405068
4,438,1,0.22194423984405068
4,440,1,0.05366468397032895
4,443,2,0.053661020557778265
4,444,3,0.05366005083092661
4,445,4,0.05366549207603865
4,446,3,0.05366005083092661
4,447,2,0.053657249397799624
4,449,1,0.04909252961222563
4,452,1,0.2410411246073145
4,453,1,0.05369711594614525
4,454,4,0.04905007712560894
4,456,1,0.2410411246073145
5,0,4,0.4781167128759469
5,6,2,0.4780964563594902
5,7,4,0.47818022998473003
5,8,4,0.47810200535203023
5,13,5,0.4781043757954454
5,14,3,0.47810723110228637
5,18,4,0.4783045705165972
5,22,4,0.4782183725742283
5,27,2,0.47830715645486827
5,31,4,0.4782154633936733
5,55,4,0.478213631687398
5,58,5,0.47823712062669355
5,68,3,0.478213631687398
5,69,3,0.4782217127444951
5,70,4,0.4782015639754663
5,78,3,0.4781850786189883
5,80,4,0.47826782864366246
5,85,3,0.47830715645486827
5,86,4,0.47826195640883856
5,88,4,0.47819019662181644
5,94,2,0.47825974758656536
5,97,5,0.4781814690801516
5,99,5,0.4781004430143248
5,110,2,0.4781167128759469
5,116,2,0.47811418081138984
5,123,5,0.4781032444474518
5,124,3,0.4781270566290312
5,126,5,0.4780981803183376
5,130,5,0.478255168320877
5,131,5,0.4782753170899057
5,132,4,0.47822343670334244
5,133,5,0.47826782864366246
5,134,5,0.4781850786189883
5,135,5,0.47819019662181644
5,142,2,0.4782015639754663
5,150,3,0.4781210227730654
5,152,4,0.47830715645486827
5,153,3,0.4782919101938118
5,155,3,0.47826400360996985
5,167,4,0.47829918314519915
5,169,4,0.4782835058944308
5,172,5,0.478277472038465
5,174,4,0.4782216588707811
5,179,4,0.4782154633936733
5,181,4,0.4603005679151433
5,182,4,0.4782154633936733
5,184,5,0.4782198810382197
5,186,4,0.47819407552922305
5,187,3,0.478277472038465
5,188,3,0.4782183725742283
5,191,4,0.47819407552922305
5,192,3,0.47822720786332107
5,194,4,0.47826782864366246
5,196,5,0.4782096450325634
5,198,4,0.4782096450325634
5,201,3,0.4782897552452525
5,203,3,0.478213631687398
5,204,3,0.47819213607551975
5,207,4,0.4782753170899057
5,208,4,0.47823712062669355
5,210,5,0.47820705909429234
5,212,4,0.478277472038465
5,215,5,0.47822564552561564
5,220,4,0.47811418081138984
5,222,4,0.4781850786189883
5,236,2,0.47814020181524247
5,237,5,0.47823712062669355
5,241,4,0.46026792044447107
5,247,3,0.4780899376400986
5,256,2,0.4781167128759469
5,257,2,0.460273738805581
5,260,3,0.46028688399179224
5,267,3,0.46028063464097047
5,268,4,0.46027072187759804
5,274,4,0.4780964563594902
5,275,2,0.4780981803183376
5,283,2,0.47812274673191274
5,284,3,0.47811418081138984
5,285,2,0.46026792044447107
5,293,2,0.478141494784378
5,296,3,0.4780981803183376
5,297,3,0.4781210227730654
5,300,2,0.4781667076825209
5,301,4,0.46027072187759804
5,302,3,0.46027605537528216
5,303,4,0.4602761092489961
5,305,4,0.4602720148467336
5,307,3,0.47816880875736617
5,308,2,0.460281927610106
5,316,3,0.47826195640883856
5,317,4,0.47819790056291567
5,339,2,0.460273738805581
5,356,4,0.4782753170899057
5,422,3,0.4782795731133102
5,424,3,0.47829918314519915
5,431,4,0.47823712062669355
5,457,1,0.47814020181524247
5,458,2,0.4781032444474518
5,459,2,0.47814505044950073
5,461,5,0.47819407552922305
5,462,4,0.47823712062669355
5,463,2,0.4782183725742283
5,465,4,0.4782753170899057
5,466,4,0.47826788251737645
5,467,3,0.47826195640883856
5,468,5,0.47820705909429234
5,469,3,0.4782897552452525
5,470,2,0.4781210227730654
5,471,1,0.47814499657578674
5,473,5,0.478213631687398
5,474,5,0.4781167128759469
5,475,1,0.4781542628545914
5,476,1,0.47811838296108033
5,477,4,0.47829363415265913
5,478,5,0.4782015639754663
5,479,4,0.4782035034291696
5,480,5,0.47819407552922305
5,482,5,0.47822564552561564
5,483,5,0.4781993012794792
5,485,4,0.4782217127444951
5,486,5,0.4781871258201196
5,487,5,0.4782216588707811
5,488,5,0.4781993012794792
5,489,5,0.4782183725742283
5,490,4,0.47826195640883856
5,491,5,0.4782035034291696
5,495,4,0.47820705909429234
5,496,4,0.4782034495554557
5,497,4,0.4782015639754663
5,498,4,0.47826782864366246
5,499,4,0.478213631687398
5,501,4,0.47828835452868906
5,505,4,0.47826195640883856
5,507,3,0.4781195143090739
5,508,4,0.47828835452868906
5,510,5,0.4782198810382197
5,512,4,0.47819402165550906
5,514,4,0.47810566876458094
5,516,4,0.47826400360996985
5,517,3,0.4783087187925737
5,518,5,0.4782183725742283
5,520,4,0.478213631687398
5,522,5,0.47822715398960713
5,523,3,0.4781788831418805
5,524,5,0.4782096450325634
5,525,3,0.47828469111613836
5,526,4,0.47819208220180576
5,527,4,0.47826195640883856
5,530,4,0.4781850786189883
5,531,3,0.4781483906197675
5,532,4,0.4781356764232681
5,533,4,0.47811003253541334
5,534,2,0.4781464511660642
5,536,4,0.478213631687398
5,538,2,0.48253193310522485
6,3,5,0.8957615825252635
6,6,5,0.8957857179491269
6,7,5,0.8957376625962562
6,8,5,0.8957432654625102
6,9,4,0.8958204126209304
6,10,3,0.8957981627770564
6,11,5,0.9379756240838775
6,21,5,0.8957265107374622
6,24,3,0.8957981627770564
6,27,5,0.8957922366685185
6,30,4,0.937954774956567
6,31,4,0.8957163286055199
6,38,5,0.8958608179064158
6,43,5,0.8957592120818484
6,49,5,0.8957222547140578
6,51,4,0.8958708922909301
6,52,5,0.8959187321489449
6,53,3,0.9378158346482112
6,67,4,0.8957494609396179
6,68,5,0.8957592120818484
6,69,1,0.8958038733907383
6,70,5,0.8958111463421257
6,71,5,0.8958803740645908
6,72,3,0.937857532902832
6,77,3,0.8958905023228191
6,78,4,0.8957879267714001
6,80,5,0.895807590677003
6,81,3,0.8957453665373554
6,85,4,0.8957097560124142
6,88,5,0.8957244096626169
6,89,3,0.8958268774666079
6,91,5,0.8957744044691909
6,92,5,0.8957222547140578
6,95,5,0.8957406256505251
6,100,5,0.8957181603117952
6,105,4,0.8958757947989023
6,117,2,0.8958498815424777
6,120,5,0.8958225675694895
6,124,4,0.895838083199116
6,125,3,0.8958414233693828
6,126,5,0.8957592120818484
6,130,5,0.8957944993645057
6,131,5,0.895735453773983
6,132,5,0.895838083199116
6,135,5,0.8957637913475367
6,138,3,0.8959208870975041
6,140,5,0.8958516593750391
6,141,3,0.8958864617942706
6,143,5,0.8957308206345806
6,144,1,0.895910166228422
6,150,4,0.8958142171438226
6,151,4,0.895765838548668
6,152,5,0.8957857179491269
6,153,5,0.8958344197865653
6,155,5,0.8957551715532999
6,160,3,0.8958002099781877
6,161,5,0.8958516593750391
6,162,4,0.8958516593750391
6,163,5,0.8957637913475367
6,165,3,0.8957515081407492
6,167,5,0.8957474137384867
6,170,3,0.895735453773983
6,171,4,0.8957181064380813
6,172,5,0.8957200997654985
6,173,5,0.8957069007055732
6,175,3,0.8957082475484228
6,176,4,0.8958225675694895
6,178,5,0.8957901894673872
6,179,5,0.8957082475484228
6,180,3,0.895735453773983
6,181,4,0.8957181064380813
6,182,4,0.8957536092155944
6,184,5,0.9379756240838775
6,185,4,0.8957146046466725
6,187,5,0.895815779481528
6,189,5,0.8957592120818484
6,190,5,0.8957308206345806
6,192,5,0.9379756240838775
6,194,5,0.895807590677003
6,195,5,0.8957432654625102
6,196,4,0.8957244096626169
6,197,3,0.8957568955121472
6,199,5,0.8958569928727231
6,201,3,0.8958248841391907
6,202,5,0.8957834552531396
6,203,5,0.8957265107374622
6,204,5,0.8957515081407492
6,206,4,0.8958022033056049
6,207,5,0.8957857179491269
6,209,4,0.8958225675694895
6,210,5,0.8958038733907383
6,211,1,0.8958304870054447
6,213,5,0.8957945532382197
6,216,4,0.895815779481528
6,222,5,0.8957376625962562
6,225,5,0.8958608179064158
6,226,3,0.9378124406042303
6,227,4,0.8957116415924036
6,229,3,0.8958453022767894
6,231,3,0.8958690067109408
6,237,5,0.8957638452212507
6,240,4,0.8958844684668532
6,258,3,0.8956911157073769
6,259,1,0.9377405191960663
6,263,4,0.8957039915250183
6,264,5,0.8957116415924036
6,265,4,0.8957039915250183
6,267,3,0.8957039915250183
6,268,3,0.8956656334406642
6,272,3,0.8957494609396179
6,274,4,0.895818634788369
6,280,3,0.8958659897829578
6,284,5,0.8957637913475367
6,287,4,0.8957039915250183
6,299,4,0.8957039915250183
6,306,5,0.8957039915250183
6,308,3,0.8957040453987323
6,316,4,0.937885331739246
6,317,5,0.8957744044691909
6,333,5,0.9377298522006982
6,340,3,0.9486350771320737
6,355,4,0.8957592120818484
6,356,5,0.9379756779575915
6,364,4,0.8958678214892333
6,366,5,0.8957097560124142
6,377,5,0.8958283320568855
6,378,4,0.8958452484030753
6,381,4,0.8957788759874513
6,383,3,0.8958659897829578
6,384,5,0.8957515081407492
6,385,4,0.937865937202213
6,386,3,0.937885331739246
6,388,4,0.8958864617942706
6,392,4,0.895776990407462
6,395,4,0.8958971287896387
6,398,4,0.8959008460759034
6,400,4,0.8958954587045053
6,401,5,0.8958225675694895
6,403,5,0.8958248841391907
6,414,2,0.8959052098467357
6,416,3,0.9378304882984139
6,417,4,0.9377858808632379
6,419,5,0.8958395377893934
6,420,3,0.8957810848097245
6,422,5,0.8957474137384867
6,426,5,0.8957857179491269
6,427,5,0.9378511758045823
6,429,3,0.8957834552531396
6,430,4,0.8957494609396179
6,431,4,0.895818634788369
6,432,5,0.9379756779575915
6,433,4,0.8957945532382197
6,434,5,0.8957116415924036
6,440,2,0.8958954587045053
6,442,5,0.8958414233693828
6,443,5,0.8958971287896387
6,447,3,0.8958723468812076
6,449,4,0.9378182589653402
6,450,5,0.8958757947989023
6,451,5,0.895874070840055
6,454,4,0.895832372585434
6,460,4,0.8957901894673872
6,462,4,0.895838083199116
6,469,3,0.8958002099781877
6,470,4,0.8958204126209304
6,471,2,0.8958469723619228
6,473,5,0.8957200997654985
6,478,4,0.8957744044691909
6,479,4,0.8957788759874513
6,480,5,0.8957922366685185
6,481,3,0.895724463536331
6,482,4,0.895765838548668
6,483,5,0.8957308206345806
6,484,5,0.895765838548668
6,486,3,0.8957834552531396
6,487,4,0.8957222008403437
6,488,3,0.8958534372076005
6,490,5,0.8957432654625102
6,491,5,0.8957744044691909
6,494,5,0.8957376625962562
6,495,5,0.895724463536331
6,496,4,0.8957810848097245
6,497,5,0.8957638452212507
6,500,5,0.8958498815424777
6,501,5,0.8957879267714001
6,502,4,0.8958789194743132
6,503,5,0.8957945532382197
6,504,3,0.8957922366685185
6,505,5,0.8958608179064158
6,508,5,0.895815779481528
6,509,5,0.8957810848097245
6,510,5,0.8957536092155944
6,512,4,0.8957615825252635
6,513,2,0.8957265107374622
6,514,3,0.8957069007055732
6,518,4,0.895818634788369
6,519,5,0.937874341501594
6,520,5,0.8958344197865653
6,522,4,0.8957116415924036
6,525,5,0.8957222547140578
6,527,5,0.8958093685095643
6,529,5,0.8957146046466725
6,536,3,0.8958142171438226
6,539,3,0.9378477278868876
6,540,2,0.8959172775586673
6,541,4,0.9377872277060875
6,542,3,0.8957615825252635
6,543,3,0.8958414233693828
6,544,2,0.8959291297757431
6,545,4,0.8958516593750391
6,547,5,0.8958111463421257
6,548,4,0.895832372585434
6,549,4,0.8958002099781877
6,550,1,0.9377941774151909
6,552,3,0.9379036488019995
6,553,3,0.8959160384632459
6,554,4,0.9379468016468979
6,558,5,0.8959291297757431
6,559,3,0.937838353860655
6,560,4,0.8959145299992544
6,561,5,0.8958844684668532
6,562,2,0.9377941774151909
6,563,3,0.8959069876792971
6,565,4,0.8958498815424777
6,566,1,0.9377963862374641
6,567,5,0.8957879267714001
6,568,4,0.9377941774151909
6,569,3,0.8959160384632459
6,572,5,0.8958723468812076
6,574,3,0.9378638361273678
6,575,5,0.9378461655491822
6,576,2,0.937865937202213
6,578,4,0.9378686847616261
6,579,3,0.9378045750419892
6,580,5,0.8958534372076005
6,581,5,0.9379756779575915
6,585,3,0.8959160384632459
6,586,4,0.8958789194743132
6,588,5,0.8957981627770564
6,590,3,0.8957835091268537
6,591,5,0.895862865107547
6,593,3,0.8958877547634061
6,597,3,0.8958708922909301
6,598,1,0.895874070840055
6,600,5,0.8958678214892333
6,601,3,0.8958058667181555
6,603,3,0.8957494609396179
6,604,4,0.8958433628230861
6,605,3,0.8958225675694895
6,606,3,0.895818634788369
6,607,4,0.8957551715532999
6,609,5,0.895832372585434
6,613,5,0.8958002099781877
6,614,4,0.8957515081407492
6,617,4,0.8957146046466725
6,618,3,0.895818634788369
6,620,5,0.9378370070178055
6,621,4,0.8958268774666079
6,622,3,0.895893303755946
6,623,4,0.8958757947989023
6,624,3,0.9377858808632379
6,625,5,0.9378370070178055
6,626,3,0.8958058667181555
6,628,3,0.8958022033056049
6,629,5,0.8957922366685185
6,630,4,0.8958268774666079
6,631,5,0.8957879267714001
6,632,5,0.8957474137384867
6,633,5,0.895735453773983
6,634,3,0.8958204126209304
6,635,4,0.8957406795242391
6,636,4,0.8958584474630006
6,637,4,0.9378019352300041
6,638,5,0.8958641580766825
6,639,3,0.8958608179064158
6,640,5,0.9379756240838775
6,641,3,0.9378102856556711
6,642,4,0.8957163286055199
6,643,5,0.8957568955121472
6,644,4,0.8958608179064158
6,646,5,0.8958002099781877
6,647,5,0.8957551715532999
6,648,5,0.8958414233693828
6,649,3,0.8957181064380813
6,650,5,0.8957163286055199
6,651,3,0.8958093685095643
6,652,4,0.8957286656860214
6,653,5,0.9379756779575915
6,654,5,0.8957406795242391
6,656,4,0.895732598467142
6,657,3,0.8957964388182089
6,658,5,0.8957286656860214
6,660,5,0.8957536092155944
6,661,3,0.9378890490255107
6,662,5,0.8957857179491269
6,663,3,0.8958803740645908
6,665,4,0.9378057063899827
6,666,5,0.9379756779575915
6,667,4,0.895815779481528
6,668,1,0.9377964401111781
6,669,5,0.8958414233693828
6,670,5,0.8957592120818484
6,671,1,0.9377913221083499
6,672,3,0.8958678214892333
6,673,2,0.8958093685095643
6,674,5,0.8958248841391907
6,675,3,0.8959084961432886
6,679,4,0.8957039915250183
6,680,1,0.8956981192901944
6,682,4,0.8957039915250183
7,6,3,0.24984349686088644
7,10,3,0.2498405876803315
7,21,5,0.24983789399463247
7,49,5,0.2498347154455076
7,54,5,0.24984344298717245
7,55,5,0.24983789399463247
7,78,4,0.24984344298717245
7,88,4,0.2498347154455076
7,95,3,0.24983789399463247
7,126,5,0.24983466157179363
7,143,5,0.24984344298717245
7,171,5,0.24983466157179363
7,175,5,0.2498405876803315
7,176,4,0.2498405876803315
7,180,4,0.24983789399463247
7,181,5,0.24983789399463247
7,182,5,0.2498405876803315
7,186,4,0.24983466157179363
7,187,5,0.24984721414715108
7,189,4,0.24983789399463247
7,209,4,0.24984349686088644
7,221,5,0.24984721414715108
7,226,4,0.2498508236859878
7,242,2,0.2498135969496272
7,257,5,0.24980012852113206
7,259,3,0.24980998741079052
