,user_id,age,gender,occupation,zip_code
84,84,0.6666666666666666,M,educator,20
85,85,0.2878787878787879,M,administrator,46
86,86,0.6060606060606061,M,administrator,89
87,87,0.6363636363636364,F,librarian,11
88,88,0.5454545454545454,F,administrator,68
89,89,0.803030303030303,M,educator,78
90,90,0.7272727272727273,M,marketing,01
91,91,0.3787878787878788,M,entertainment,80
92,92,0.6212121212121212,M,executive,23
93,93,0.2878787878787879,M,student,71
94,94,0.36363636363636365,M,administrator,10
95,95,0.2727272727272727,F,artist,75
96,96,0.5454545454545454,M,artist,98
97,97,0.6363636363636364,F,executive,90
98,98,0.19696969696969696,M,student,63
99,99,0.4393939393939394,M,executive,90
100,100,0.12121212121212122,M,student,05
101,101,0.4696969696969697,M,programmer,30
102,102,0.2878787878787879,M,student,55
103,103,0.30303030303030304,M,student,55
104,104,0.25757575757575757,M,engineer,94
105,105,0.8181818181818182,M,retired,55
106,106,0.48484848484848486,M,scientist,60
107,107,0.5606060606060606,M,educator,63
108,108,0.3333333333333333,M,other,55
109,109,0.18181818181818182,M,student,77
110,110,0.7575757575757576,M,engineer,90
111,111,0.3484848484848485,M,salesman,60
112,112,0.6060606060606061,M,executive,95
113,113,0.30303030303030304,M,programmer,75
114,114,0.36363636363636365,M,engineer,17
115,115,0.5,M,healthcare,97
116,116,0.19696969696969696,M,student,16
117,117,0.21212121212121213,M,administrator,90
118,118,0.3787878787878788,M,programmer,67
119,119,0.6060606060606061,F,other,06
120,120,0.7121212121212122,M,librarian,99
121,121,0.3787878787878788,F,writer,22
122,122,0.6212121212121212,F,artist,20
123,123,0.4090909090909091,M,student,60
124,124,0.3484848484848485,M,lawyer,22
125,125,0.3181818181818182,F,lawyer,20
126,126,0.3939393939393939,M,none,73
127,127,0.25757575757575757,F,marketing,20
128,128,0.4393939393939394,F,marketing,07
129,129,0.19696969696969696,M,none,60
130,130,0.7878787878787878,F,administrator,15
131,131,0.25757575757575757,M,other,94
132,132,0.696969696969697,M,engineer,78
133,133,0.36363636363636365,M,programmer,80
134,134,0.24242424242424243,M,student,38
135,135,0.6666666666666666,M,other,97
136,136,0.6515151515151515,M,educator,84
137,137,0.5909090909090909,M,doctor,53
138,138,0.19696969696969696,M,student,08
139,139,0.3484848484848485,F,student,32
140,140,0.6363636363636364,M,programmer,36
141,141,0.09090909090909091,M,other,48
142,142,0.5303030303030303,M,technician,08
143,143,0.696969696969697,M,programmer,20
144,144,0.36363636363636365,M,entertainment,V3
145,145,0.5757575757575758,M,artist,83
146,146,0.5,F,librarian,02
147,147,0.3939393939393939,M,engineer,97
148,148,0.42424242424242425,F,marketing,17
149,149,0.19696969696969696,F,artist,02
150,150,0.4696969696969697,F,administrator,48
151,151,0.3939393939393939,F,educator,68
152,152,0.2727272727272727,M,student,60
153,153,0.2727272727272727,M,student,53
154,154,0.3787878787878788,F,other,11
155,155,0.2727272727272727,M,educator,08
156,156,0.7575757575757576,M,engineer,70
157,157,0.6515151515151515,M,educator,27
158,158,0.24242424242424243,F,student,55
159,159,0.30303030303030304,M,programmer,66
160,160,0.6515151515151515,M,lawyer,55
161,161,0.2727272727272727,M,artist,15
162,162,0.6363636363636364,M,administrator,97
163,163,0.6060606060606061,M,healthcare,80
164,164,0.19696969696969696,F,other,53
165,165,0.6060606060606061,M,educator,55
166,166,0.45454545454545453,M,other,L9
167,167,0.6212121212121212,M,other,80
168,168,0.6818181818181818,F,other,53
169,169,0.696969696969697,F,healthcare,30
170,170,0.6212121212121212,F,educator,78
171,171,0.7272727272727273,M,marketing,22
172,172,0.7424242424242424,M,other,22
173,173,0.3484848484848485,F,administrator,52
174,174,0.2878787878787879,F,scientist,21
175,175,0.3181818181818182,M,scientist,07
176,176,0.19696969696969696,M,programmer,19
177,177,0.2878787878787879,M,other,49
178,178,0.12121212121212122,M,entertainment,20
179,179,0.22727272727272727,F,administrator,60
180,180,0.2878787878787879,M,executive,21
181,181,0.4393939393939394,M,programmer,33
182,182,0.3939393939393939,M,scientist,27
183,183,0.45454545454545453,M,librarian,76
184,184,0.696969696969697,F,librarian,97
185,185,0.48484848484848486,F,executive,00
186,186,0.2878787878787879,M,educator,16
187,187,0.5303030303030303,M,student,29
188,188,0.3787878787878788,M,artist,95
189,189,0.3484848484848485,M,administrator,95
190,190,0.3939393939393939,M,administrator,95
191,191,0.5303030303030303,M,educator,90
192,192,0.3333333333333333,M,student,49
193,193,0.4696969696969697,M,administrator,02
194,194,0.5303030303030303,M,scientist,93
195,195,0.6363636363636364,M,writer,55
196,196,0.7272727272727273,M,technician,75
197,197,0.21212121212121213,F,student,55
198,198,0.3484848484848485,M,writer,17
199,199,0.5,M,programmer,93
200,200,0.30303030303030304,M,writer,E2
201,201,0.5151515151515151,F,educator,60
202,202,0.2727272727272727,F,student,32
203,203,0.6818181818181818,F,librarian,10
204,204,0.6060606060606061,M,lawyer,06
205,205,0.10606060606060606,F,student,53
206,206,0.48484848484848486,M,marketing,92
207,207,0.5454545454545454,M,engineer,01
208,208,0.3939393939393939,F,educator,85
209,209,0.48484848484848486,M,engineer,03
210,210,0.8939393939393939,M,salesman,32
211,211,0.6363636363636364,F,educator,61
212,212,0.3939393939393939,M,executive,55
213,213,0.2878787878787879,F,librarian,11
214,214,0.42424242424242425,M,programmer,63
215,215,0.22727272727272727,M,engineer,02
216,216,0.22727272727272727,M,other,11
217,217,0.45454545454545453,M,administrator,06
218,218,0.3787878787878788,M,programmer,43
219,219,0.3484848484848485,M,librarian,78
220,220,0.18181818181818182,M,student,20
221,221,0.3333333333333333,M,programmer,27
222,222,0.18181818181818182,F,student,47
223,223,0.36363636363636365,F,educator,43
224,224,0.6666666666666666,F,administrator,58
225,225,0.3181818181818182,M,student,92
226,226,0.5909090909090909,M,executive,60
227,227,0.21212121212121213,F,student,22
228,228,0.3333333333333333,F,librarian,22
229,229,0.3181818181818182,F,student,14
230,230,0.6212121212121212,M,librarian,01
231,231,0.5757575757575758,M,scientist,99
232,232,0.4696969696969697,M,engineer,98
233,233,0.803030303030303,M,retired,94
234,234,0.45454545454545453,M,educator,22
235,235,0.5606060606060606,F,writer,53
236,236,0.6363636363636364,M,administrator,63
237,237,0.5303030303030303,F,administrator,44
238,238,0.48484848484848486,M,artist,95
239,239,0.24242424242424243,F,educator,20
240,240,0.2878787878787879,F,student,20
241,241,0.3939393939393939,M,educator,31
242,242,0.3939393939393939,M,educator,60
243,243,0.3181818181818182,M,technician,80
244,244,0.22727272727272727,M,student,55
245,245,0.18181818181818182,M,student,28
246,246,0.3181818181818182,M,engineer,20
247,247,0.2727272727272727,M,student,37
248,248,0.2727272727272727,M,student,84
249,249,0.3333333333333333,M,executive,95
250,250,0.3181818181818182,M,doctor,85
251,251,0.5303030303030303,M,engineer,07
252,252,0.2878787878787879,F,librarian,22
253,253,0.5606060606060606,M,educator,42
254,254,0.24242424242424243,M,entertainment,07
255,255,0.42424242424242425,F,none,39
256,256,0.15151515151515152,M,student,77
257,257,0.18181818181818182,F,student,77
258,258,0.21212121212121213,M,student,48
259,259,0.5,F,artist,89
260,260,0.3181818181818182,M,administrator,85
261,261,0.18181818181818182,F,student,78
262,262,0.5151515151515151,M,programmer,55
263,263,0.4393939393939394,F,writer,90
264,264,0.2878787878787879,M,executive,84
265,265,0.8333333333333334,F,administrator,78
266,266,0.24242424242424243,M,engineer,83
267,267,0.25757575757575757,M,engineer,19
268,268,0.36363636363636365,F,librarian,43
269,269,0.16666666666666666,F,student,63
270,270,0.6666666666666666,M,engineer,22
271,271,0.3939393939393939,M,scientist,53
272,272,0.6515151515151515,F,other,10
273,273,0.19696969696969696,F,student,55
274,274,0.4696969696969697,M,engineer,92
275,275,0.21212121212121213,M,student,95
276,276,0.42424242424242425,F,administrator,55
277,277,0.45454545454545453,F,librarian,30
278,278,0.3939393939393939,M,programmer,85
279,279,0.3484848484848485,F,librarian,22
280,280,0.12121212121212122,F,student,06
281,281,0.22727272727272727,M,administrator,20
282,282,0.3181818181818182,M,programmer,55
283,283,0.5,M,executive,92
284,284,0.2727272727272727,M,programmer,53
285,285,0.30303030303030304,M,student,15
286,286,0.21212121212121213,M,salesman,31
287,287,0.4090909090909091,M,marketing,23
288,288,0.06060606060606061,M,none,94
289,289,0.5,M,engineer,93
290,290,0.18181818181818182,M,student,44
291,291,0.42424242424242425,F,programmer,94
292,292,0.25757575757575757,M,writer,60
293,293,0.4090909090909091,M,technician,92
294,294,0.36363636363636365,M,educator,50
295,295,0.5454545454545454,F,administrator,16
296,296,0.3333333333333333,F,educator,98
297,297,0.5606060606060606,M,executive,01
298,298,0.3333333333333333,M,doctor,63
299,299,0.2878787878787879,F,programmer,55
300,300,0.25757575757575757,M,student,55
301,301,0.5303030303030303,M,educator,77
302,302,0.18181818181818182,M,student,14
303,303,0.22727272727272727,F,student,71
304,304,0.24242424242424243,M,programmer,94
305,305,0.5757575757575758,M,other,73
306,306,0.2727272727272727,M,student,55
307,307,0.803030303030303,M,retired,95
308,308,0.5,M,scientist,70
309,309,0.45454545454545453,M,educator,91
310,310,0.3787878787878788,M,technician,73
311,311,0.6212121212121212,M,other,02
312,312,0.5151515151515151,M,marketing,60
313,313,0.19696969696969696,F,student,08
314,314,0.36363636363636365,M,educator,18
315,315,0.5454545454545454,F,other,77
316,316,0.22727272727272727,M,administrator,13
317,317,0.8787878787878788,M,retired,06
318,318,0.4696969696969697,M,programmer,22
319,319,0.18181818181818182,M,student,24
320,320,0.6363636363636364,F,educator,55
321,321,0.19696969696969696,M,student,50
322,322,0.21212121212121213,M,student,19
323,323,0.21212121212121213,F,student,02
324,324,0.6212121212121212,M,technician,02
325,325,0.5151515151515151,M,administrator,15
326,326,0.22727272727272727,M,student,11
327,327,0.6666666666666666,M,administrator,06
328,328,0.6212121212121212,M,educator,01
329,329,0.42424242424242425,F,educator,33
330,330,0.3939393939393939,M,entertainment,91
331,331,0.19696969696969696,M,student,40
332,332,0.6060606060606061,M,other,V0
333,333,0.3787878787878788,M,librarian,30
334,334,0.5757575757575758,M,executive,33
335,335,0.24242424242424243,M,salesman,42
336,336,0.45454545454545453,M,scientist,10
337,337,0.48484848484848486,F,librarian,59
338,338,0.42424242424242425,M,lawyer,37
339,339,0.5909090909090909,M,engineer,80
340,340,0.15151515151515152,F,student,44
341,341,0.2727272727272727,F,other,98
342,342,0.5454545454545454,M,engineer,30
343,343,0.3484848484848485,F,librarian,94
344,344,0.3181818181818182,F,librarian,94
345,345,0.4090909090909091,M,other,76
346,346,0.16666666666666666,M,student,90
347,347,0.25757575757575757,F,student,45
348,348,0.9242424242424242,M,retired,61
349,349,0.3787878787878788,M,student,97
350,350,0.8181818181818182,M,educator,49
351,351,0.45454545454545453,F,programmer,55
352,352,0.2727272727272727,M,scientist,28
353,353,0.3333333333333333,F,librarian,48
354,354,0.2727272727272727,M,student,60
355,355,0.3787878787878788,F,homemaker,92
356,356,0.2878787878787879,M,executive,98
357,357,0.5,M,educator,10
358,358,0.22727272727272727,M,student,61
359,359,0.6666666666666666,M,other,98
360,360,0.22727272727272727,M,student,44
361,361,0.42424242424242425,F,homemaker,85
362,362,0.19696969696969696,M,student,87
363,363,0.8484848484848485,M,engineer,01
364,364,0.3333333333333333,M,lawyer,20
365,365,0.19696969696969696,F,student,50
366,366,0.15151515151515152,M,student,37
367,367,0.16666666666666666,M,student,92
368,368,0.25757575757575757,M,student,91
369,369,0.6818181818181818,M,writer,08
370,370,0.4393939393939394,M,engineer,99
371,371,0.2727272727272727,F,student,66
372,372,0.25757575757575757,F,other,55
373,373,0.4393939393939394,M,executive,78
374,374,0.15151515151515152,M,entertainment,37
375,375,0.3181818181818182,F,other,10
376,376,0.22727272727272727,M,student,18
377,377,0.42424242424242425,M,student,02
378,378,0.5606060606060606,M,programmer,98
379,379,0.3787878787878788,M,engineer,55
380,380,0.3939393939393939,M,artist,94
381,381,0.5757575757575758,M,engineer,01
382,382,0.5303030303030303,M,administrator,75
383,383,0.6818181818181818,M,programmer,45
384,384,0.4393939393939394,M,writer,10
385,385,0.4393939393939394,M,salesman,43
386,386,0.3939393939393939,M,entertainment,37
387,387,0.36363636363636365,M,other,36
388,388,0.5606060606060606,F,writer,83
389,389,0.5303030303030303,F,writer,85
390,390,0.24242424242424243,M,student,84
391,391,0.6818181818181818,M,writer,59
392,392,0.18181818181818182,M,student,83
393,393,0.2727272727272727,M,administrator,96
394,394,0.5454545454545454,M,other,44
395,395,0.7575757575757576,M,engineer,94
396,396,0.15151515151515152,M,student,27
397,397,0.5,M,other,60
398,398,0.2727272727272727,M,other,92
399,399,0.3939393939393939,F,administrator,78
400,400,0.5909090909090909,F,healthcare,84
401,401,0.3484848484848485,M,engineer,95
402,402,0.45454545454545453,M,other,06
403,403,0.3333333333333333,F,programmer,55
404,404,0.22727272727272727,F,healthcare,10
405,405,0.6818181818181818,M,educator,93
406,406,0.3333333333333333,M,engineer,03
407,407,0.24242424242424243,M,student,61
408,408,0.6212121212121212,M,administrator,98
409,409,0.3484848484848485,F,artist,94
410,410,0.4090909090909091,M,educator,44
411,411,0.2727272727272727,M,educator,15
412,412,0.7272727272727273,M,educator,78
413,413,0.25757575757575757,M,programmer,38
414,414,0.48484848484848486,M,educator,85
415,415,0.19696969696969696,F,student,92
416,416,0.30303030303030304,F,other,48
417,417,0.7272727272727273,F,none,21
418,418,0.45454545454545453,M,lawyer,43
419,419,0.696969696969697,M,educator,02
420,420,0.4696969696969697,F,programmer,55
421,421,0.2878787878787879,M,entertainment,94
422,422,0.8636363636363636,M,other,91
423,423,0.4393939393939394,F,marketing,55
424,424,0.18181818181818182,M,student,58
425,425,0.7272727272727273,M,educator,01
426,426,0.6666666666666666,M,doctor,85
427,427,0.3181818181818182,M,student,55
428,428,0.30303030303030304,M,student,29
429,429,0.4696969696969697,M,scientist,98
430,430,0.25757575757575757,M,marketing,92
431,431,0.22727272727272727,M,entertainment,50
432,432,0.30303030303030304,M,artist,11
433,433,0.13636363636363635,F,student,49
434,434,0.25757575757575757,M,engineer,60
435,435,0.3484848484848485,F,administrator,17
436,436,0.30303030303030304,F,other,20
437,437,0.6666666666666666,F,administrator,43
438,438,0.24242424242424243,F,administrator,20
439,439,0.3484848484848485,M,other,48
440,440,0.6515151515151515,M,technician,55
441,441,0.22727272727272727,M,student,85
442,442,0.42424242424242425,M,salesman,33
443,443,0.6666666666666666,F,lawyer,53
444,444,0.21212121212121213,M,writer,92
445,445,0.7575757575757576,M,educator,60
446,446,0.3484848484848485,M,administrator,55
447,447,0.24242424242424243,M,entertainment,10
448,448,0.24242424242424243,M,librarian,55
449,449,0.42424242424242425,F,educator,11
450,450,0.13636363636363635,M,student,48
451,451,0.42424242424242425,M,administrator,28
452,452,0.16666666666666666,M,student,06
453,453,0.7575757575757576,M,other,97
454,454,0.6212121212121212,M,administrator,83
455,455,0.25757575757575757,M,technician,31
456,456,0.3939393939393939,F,salesman,30
457,457,0.6060606060606061,M,technician,Y1
458,458,0.22727272727272727,M,student,29
459,459,0.5606060606060606,F,other,60
460,460,0.12121212121212122,M,student,98
461,461,0.18181818181818182,F,student,02
462,462,0.6212121212121212,F,healthcare,75
463,463,0.803030303030303,M,writer,94
464,464,0.3787878787878788,M,other,05
465,465,0.22727272727272727,M,student,90
466,466,0.3333333333333333,M,engineer,91
467,467,0.3181818181818182,M,engineer,02
468,468,0.803030303030303,M,educator,78
469,469,0.25757575757575757,M,programmer,10
470,470,0.045454545454545456,M,student,77
471,471,0.25757575757575757,M,student,87
472,472,0.3333333333333333,M,student,94
473,473,0.6666666666666666,M,executive,93
474,474,0.3484848484848485,M,programmer,75
475,475,0.3181818181818182,M,student,60
476,476,0.24242424242424243,F,student,02
477,477,0.3333333333333333,M,other,10
478,478,0.3484848484848485,M,educator,55
479,479,0.7575757575757576,M,retired,98
480,480,1.0,M,retired,37
481,481,0.16666666666666666,F,student,40
482,482,0.3333333333333333,M,scientist,43
483,483,0.30303030303030304,M,student,21
484,484,0.5606060606060606,F,educator,95
485,485,0.48484848484848486,M,educator,93
486,486,0.22727272727272727,M,engineer,92
487,487,0.6212121212121212,M,technician,21
488,488,0.7272727272727273,M,other,45
489,489,0.3333333333333333,F,artist,V5
490,490,0.5454545454545454,F,writer,53
491,491,0.7575757575757576,M,educator,94
492,492,0.22727272727272727,M,engineer,60
493,493,0.4696969696969697,F,administrator,49
494,494,0.3333333333333333,M,engineer,03
495,495,0.21212121212121213,F,student,55
496,496,0.19696969696969696,M,student,50
497,497,0.2878787878787879,M,writer,55
498,498,0.5303030303030303,M,programmer,75
499,499,0.3181818181818182,M,administrator,94
500,500,0.22727272727272727,M,student,10
501,501,0.22727272727272727,M,student,23
502,502,0.6515151515151515,F,writer,27
503,503,0.5,F,writer,92
504,504,0.30303030303030304,F,other,20
505,505,0.5909090909090909,M,programmer,03
506,506,0.16666666666666666,F,writer,28
507,507,0.30303030303030304,M,marketing,19
508,508,0.24242424242424243,M,administrator,10
509,509,0.4090909090909091,M,other,98
510,510,0.22727272727272727,M,student,21
511,511,0.3333333333333333,M,other,20
512,512,0.5454545454545454,M,administrator,26
513,513,0.30303030303030304,M,programmer,20
514,514,0.696969696969697,M,marketing,49
515,515,0.696969696969697,F,librarian,10
516,516,0.25757575757575757,M,student,55
517,517,0.6363636363636364,F,writer,99
518,518,0.22727272727272727,M,other,55
519,519,0.8333333333333334,M,healthcare,12
520,520,0.18181818181818182,M,student,02
521,521,0.4393939393939394,M,engineer,55
522,522,0.6515151515151515,F,administrator,04
523,523,0.7424242424242424,M,educator,02
524,524,0.30303030303030304,F,administrator,19
525,525,0.3484848484848485,M,marketing,97
526,526,0.3939393939393939,M,librarian,12
527,527,0.16666666666666666,M,student,55
528,528,0.6060606060606061,F,administrator,44
529,529,0.3333333333333333,M,engineer,94
530,530,0.3484848484848485,F,salesman,97
531,531,0.19696969696969696,M,student,92
532,532,0.5454545454545454,M,librarian,02
533,533,0.19696969696969696,M,student,05
534,534,0.5757575757575758,F,educator,80
535,535,0.4696969696969697,M,engineer,30
536,536,0.4393939393939394,M,engineer,22
537,537,0.36363636363636365,M,scientist,21
538,538,0.696969696969697,F,administrator,80
539,539,0.3181818181818182,M,engineer,91
540,540,0.18181818181818182,F,student,84
541,541,0.21212121212121213,M,student,60
542,542,0.3939393939393939,M,scientist,95
543,543,0.5606060606060606,F,other,29
544,544,0.30303030303030304,M,technician,08
545,545,0.4393939393939394,M,executive,22
546,546,0.6515151515151515,M,educator,14
547,547,0.6666666666666666,M,writer,95
548,548,0.5303030303030303,M,scientist,45
549,549,0.13636363636363635,F,student,95
550,550,0.2727272727272727,M,programmer,55
551,551,0.5757575757575758,M,other,68
552,552,0.7727272727272727,M,educator,62
553,553,0.3787878787878788,M,scientist,62
554,554,0.3333333333333333,F,educator,23
555,555,0.42424242424242425,F,educator,30
556,556,0.3484848484848485,F,writer,11
557,557,0.7424242424242424,F,writer,63
558,558,0.9393939393939394,M,executive,10
559,559,0.3787878787878788,M,student,10
560,560,0.24242424242424243,M,engineer,60
561,561,0.7121212121212122,F,administrator,20
562,562,0.48484848484848486,F,librarian,32
563,563,0.8787878787878788,M,retired,94
564,564,0.5,M,student,55
565,565,0.19696969696969696,M,student,14
566,566,0.25757575757575757,M,entertainment,10
567,567,0.48484848484848486,M,educator,01
568,568,0.4090909090909091,M,educator,91
569,569,0.2878787878787879,M,educator,14
570,570,0.4090909090909091,M,artist,01
571,571,0.6666666666666666,M,educator,20
572,572,0.9242424242424242,M,retired,48
573,573,0.7424242424242424,M,educator,53
574,574,0.3939393939393939,M,marketing,46
575,575,0.6212121212121212,M,executive,98
576,576,0.4393939393939394,F,student,77
577,577,0.36363636363636365,M,administrator,M7
578,578,0.3787878787878788,M,educator,48
579,579,0.13636363636363635,M,student,17
580,580,0.45454545454545453,M,other,94
581,581,0.15151515151515152,M,student,93
582,582,0.5606060606060606,M,engineer,29
583,583,0.2727272727272727,M,student,27
584,584,0.9393939393939394,M,librarian,98
585,585,0.19696969696969696,M,student,79
586,586,0.2878787878787879,M,other,14
587,587,0.16666666666666666,F,student,93
588,588,0.21212121212121213,M,lawyer,90
589,589,0.6515151515151515,M,educator,82
590,590,0.7575757575757576,F,librarian,92
591,591,0.16666666666666666,M,student,97
592,592,0.36363636363636365,F,educator,68
593,593,0.5909090909090909,M,educator,M4
594,594,0.2727272727272727,M,programmer,31
595,595,0.19696969696969696,M,artist,77
596,596,0.24242424242424243,M,other,84
597,597,0.5,F,marketing,43
598,598,0.22727272727272727,F,student,R3
599,599,0.4090909090909091,M,programmer,02
600,600,0.18181818181818182,F,artist,99
601,601,0.6060606060606061,F,other,34
602,602,0.21212121212121213,M,programmer,47
603,603,0.48484848484848486,M,educator,11
604,604,0.3939393939393939,M,engineer,33
605,605,0.3181818181818182,M,programmer,63
606,606,0.6363636363636364,F,healthcare,02
607,607,0.22727272727272727,M,other,10
608,608,0.09090909090909091,F,student,55
609,609,0.22727272727272727,M,student,21
610,610,0.5909090909090909,M,librarian,77
611,611,0.4393939393939394,M,educator,79
612,612,0.45454545454545453,F,marketing,29
613,613,0.7121212121212122,M,educator,80
614,614,0.4696969696969697,M,educator,27
615,615,0.7272727272727273,M,scientist,50
616,616,0.30303030303030304,F,writer,11
617,617,0.12121212121212122,F,student,44
618,618,0.15151515151515152,M,student,44
619,619,0.16666666666666666,F,writer,81
620,620,0.15151515151515152,M,student,60
621,621,0.2727272727272727,M,programmer,14
622,622,0.6515151515151515,F,educator,60
623,623,0.18181818181818182,M,student,30
624,624,0.30303030303030304,M,programmer,20
625,625,0.24242424242424243,M,scientist,19
626,626,0.25757575757575757,M,engineer,08
627,627,0.09090909090909091,M,none,94
628,628,0.5909090909090909,F,other,44
629,629,0.2878787878787879,F,healthcare,55
630,630,0.16666666666666666,F,student,38
631,631,0.16666666666666666,M,student,55
632,632,0.42424242424242425,M,programmer,55
633,633,0.48484848484848486,M,engineer,T8
634,634,0.22727272727272727,M,other,23
635,635,0.6060606060606061,M,educator,48
636,636,0.3484848484848485,M,other,74
637,637,0.5757575757575758,M,engineer,01
638,638,0.5303030303030303,F,librarian,12
639,639,0.19696969696969696,M,student,61
640,640,0.25757575757575757,M,student,60
641,641,0.16666666666666666,F,student,95
642,642,0.48484848484848486,M,scientist,55
643,643,0.6666666666666666,M,retired,63
644,644,0.30303030303030304,M,programmer,53
645,645,0.15151515151515152,F,student,51
646,646,0.5,M,educator,45
647,647,0.5454545454545454,M,engineer,91
648,648,0.19696969696969696,M,student,39
649,649,0.5303030303030303,M,engineer,83
650,650,0.8787878787878788,M,retired,02
651,651,0.42424242424242425,M,other,22
652,652,0.36363636363636365,M,executive,55
653,653,0.30303030303030304,F,student,78
654,654,0.6515151515151515,F,healthcare,60
655,655,0.6212121212121212,M,educator,10
656,656,0.2878787878787879,F,none,78
657,657,0.3939393939393939,M,programmer,92
658,658,0.36363636363636365,M,educator,54
659,659,0.2878787878787879,M,student,77
660,660,0.3181818181818182,M,programmer,98
661,661,0.7272727272727273,M,librarian,19
662,662,0.2878787878787879,M,other,19
663,663,0.3484848484848485,M,engineer,94
664,664,0.2727272727272727,M,administrator,55
665,665,0.5606060606060606,M,administrator,61
666,666,0.42424242424242425,M,librarian,01
667,667,0.3333333333333333,F,writer,10
668,668,0.45454545454545453,M,other,20
669,669,0.3484848484848485,M,technician,21
670,670,0.21212121212121213,M,programmer,91
671,671,0.7121212121212122,F,administrator,90
672,672,0.6666666666666666,M,educator,22
673,673,0.09090909090909091,F,student,55
674,674,0.4090909090909091,M,other,28
675,675,0.3484848484848485,M,programmer,32
676,676,0.19696969696969696,M,other,99
677,677,0.6515151515151515,M,educator,61
678,678,0.19696969696969696,F,student,54
679,679,0.3939393939393939,M,lawyer,90
680,680,0.5606060606060606,F,marketing,97
681,681,0.24242424242424243,M,programmer,55
682,682,0.5303030303030303,M,librarian,23
683,683,0.3181818181818182,M,student,55
684,684,0.3787878787878788,F,librarian,55
685,685,0.3787878787878788,M,educator,26
686,686,0.36363636363636365,F,healthcare,27
687,687,0.45454545454545453,F,administrator,60
688,688,0.2727272727272727,M,other,45
689,689,0.42424242424242425,M,salesman,63
690,690,0.4090909090909091,M,educator,60
691,691,0.4090909090909091,M,engineer,18
692,692,0.5454545454545454,F,healthcare,85
693,693,0.803030303030303,M,programmer,06
694,694,0.2878787878787879,M,writer,38
695,695,0.7272727272727273,M,other,94
